WITH X Position from IMU Setpoint (in cm),WITH Velocity Estimate from Encoder (in rad/s),WITHOUT X Position from IMU Setpoint (in cm),WITHOUT Velocity Estimate from Encoder (in rad/s),Time ,,,,,,,,,,
0.0625,-0.02,6.6875,0.02,0.0001041667,,,,,,,,,,
0.125,0.02,7.125,0.01,0.0002083333,,,,,,,,,,
0.1875,0.01,7.625,-0.02,0.0003125000,,,,,,,,,,
0.1875,-0.01,8.125,0,0.0004166667,,,,,,,,,,
0.25,-0.02,8.625,0,0.0005208333,,,,,,,,,,
0.25,-0.03,9.125,0,0.0006250000,,,,,,,,,,
0.25,0.04,9.625,0,0.0007291667,,,,,,,,,,
0.1875,-0.03,10.0625,0.04,0.0008333333,,,,,,,,,,
0.1875,-0.01,10.5625,0,0.0009375000,,,,,,,,,,
0.125,0.01,11.0625,-0.04,0.0010416667,,,,,,,,,,
0.0625,0.02,11.5,0.02,0.0011458333,,,,,,,,,,
0.0625,0.02,12,0.02,0.0012500000,,,,,,,,,,
0.0625,0.05,12.4375,0.02,0.0013541667,,,,,,,,,,
0.0625,-0.04,12.875,0.03,0.0014583333,,,,,,,,,,
0.0625,-0.01,13.3125,-0.02,0.0015625000,,,,,,,,,,
0.125,-0.01,13.75,0.04,0.0016666667,,,,,,,,,,
0.125,-0.03,14.1875,0.01,0.0017708333,,,,,,,,,,
0.1875,0.02,14.625,-0.01,0.0018750000,,,,,,,,,,
0.1875,-0.02,15,0.02,0.0019791667,,,,,,,,,,
0.25,0.04,15.4375,0.01,0.0020833333,,,,,,,,,,
0.25,0.04,15.875,0.01,0.0021875000,,,,,,,,,,
0.25,0,16.25,-0.01,0.0022916667,,,,,,,,,,
0.25,0,16.625,0,0.0023958333,,,,,,,,,,
0.1875,-0.02,17.0625,0.04,0.0025000000,,,,,,,,,,
0.1875,0.03,17.375,-0.06,0.0026041667,,,,,,,,,,
0.125,-0.01,17.75,-0.03,0.0027083333,,,,,,,,,,
0.125,0.01,18.0625,0.02,0.0028125000,,,,,,,,,,
0.0625,0,18.375,0,0.0029166667,,,,,,,,,,
0.0625,-0.01,18.6875,0.03,0.0030208333,,,,,,,,,,
0.0625,0.03,19,0.01,0.0031250000,,,,,,,,,,
0.125,0,19.3125,0.05,0.0032291667,,,,,,,,,,
0.125,0.03,19.625,0,0.0033333333,,,,,,,,,,
0.1875,0.06,19.9375,-0.03,0.0034375000,,,,,,,,,,
0.1875,-0.01,20.1875,0.03,0.0035416667,,,,,,,,,,
0.25,0.01,20.4375,-0.04,0.0036458333,,,,,,,,,,
0.25,-0.04,20.6875,-0.03,0.0037500000,,,,,,,,,,
0.25,0,20.9375,-0.03,0.0038541667,,,,,,,,,,
0.25,-0.01,21.1875,0.05,0.0039583333,,,,,,,,,,
0.25,0.03,21.375,-0.03,0.0040625000,,,,,,,,,,
0.25,-0.01,21.5625,0.04,0.0041666667,,,,,,,,,,
0.1875,0,21.75,0.02,0.0042708333,,,,,,,,,,
0.1875,-0.02,21.9375,-0.06,0.0043750000,,,,,,,,,,
0.125,0.03,22.125,0.01,0.0044791667,,,,,,,,,,
0.125,0.03,22.25,0.04,0.0045833333,,,,,,,,,,
0.125,-0.05,22.375,-0.02,0.0046875000,,,,,,,,,,
0.125,0.01,22.5,-0.02,0.0047916667,,,,,,,,,,
0.125,-0.03,22.5625,0.03,0.0048958333,,,,,,,,,,
0.1875,-0.01,22.6875,-0.01,0.0050000000,,,,,,,,,,
0.1875,0.05,22.75,-0.04,0.0051041667,,,,,,,,,,
0.25,0.02,22.8125,-0.01,0.0052083333,,,,,,,,,,
0.25,0.01,22.9375,0.01,0.0053125000,,,,,,,,,,
0.25,0.02,23,0.02,0.0054166667,,,,,,,,,,
0.25,0.02,23.0625,0.04,0.0055208333,,,,,,,,,,
0.25,-0.04,23.0625,-0.03,0.0056250000,,,,,,,,,,
0.25,0,23.125,0.04,0.0057291667,,,,,,,,,,
0.1875,-0.03,23.1875,0.02,0.0058333333,,,,,,,,,,
0.1875,-0.04,23.25,-0.03,0.0059375000,,,,,,,,,,
0.125,0.02,23.3125,0.03,0.0060416667,,,,,,,,,,
0.125,0,23.3125,-0.01,0.0061458333,,,,,,,,,,
0.0625,-0.03,23.375,0.02,0.0062500000,,,,,,,,,,
0.0625,0,23.4375,0,0.0063541667,,,,,,,,,,
0.125,0.01,23.5,0.01,0.0064583333,,,,,,,,,,
0.125,0.02,23.5625,-0.01,0.0065625000,,,,,,,,,,
0.125,-0.01,23.625,0,0.0066666667,,,,,,,,,,
0.1875,0.03,23.625,0,0.0067708333,,,,,,,,,,
0.1875,-0.04,23.6875,-0.02,0.0068750000,,,,,,,,,,
0.25,0.02,23.75,0.02,0.0069791667,,,,,,,,,,
0.25,0,23.8125,0,0.0070833333,,,,,,,,,,
0.25,-0.03,23.8125,-0.01,0.0071875000,,,,,,,,,,
0.25,-0.01,23.875,-0.03,0.0072916667,,,,,,,,,,
0.25,-0.03,23.9375,0.03,0.0073958333,,,,,,,,,,
0.25,-0.01,24,-0.03,0.0075000000,,,,,,,,,,
0.25,-0.02,24.0625,0.01,0.0076041667,,,,,,,,,,
0.25,-0.02,24.125,0.03,0.0077083333,,,,,,,,,,
0.25,0.05,24.125,0.03,0.0078125000,,,,,,,,,,
0.375,0.01,24.125,0.04,0.0079166667,,,,,,,,,,
0.4375,-0.01,24.125,0,0.0080208333,,,,,,,,,,
0.5625,0,24.0625,-0.05,0.0081250000,,,,,,,,,,
0.6875,0.03,24.0625,0,0.0082291667,,,,,,,,,,
0.8125,0.04,24,0,0.0083333333,,,,,,,,,,
1,0.02,23.875,0.01,0.0084375000,,,,,,,,,,
1.125,-0.02,23.75,-0.02,0.0085416667,,,,,,,,,,
1.3125,0.02,23.5625,0,0.0086458333,,,,,,,,,,
1.4375,0.03,23.4375,-0.02,0.0087500000,,,,,,,,,,
1.5625,0.14,23.3125,0.01,0.0088541667,,,,,,,,,,
1.75,0.07,23.0625,0.03,0.0089583333,,,,,,,,,,
1.875,0.32,22.875,0.01,0.0090625000,,,,,,,,,,
2.0625,0.5,22.625,-0.01,0.0091666667,,,,,,,,,,
2.25,0.81,22.375,0.01,0.0092708333,,,,,,,,,,
2.4375,1.13,22,0.03,0.0093750000,,,,,,,,,,
2.625,1.55,21.5625,0.04,0.0094791667,,,,,,,,,,
2.875,2.22,21.0625,-0.05,0.0095833333,,,,,,,,,,
3.125,3.12,20.5,-0.01,0.0096875000,,,,,,,,,,
3.375,4.27,19.75,-0.02,0.0097916667,,,,,,,,,,
3.5625,5.9,18.875,-0.03,0.0098958333,,,,,,,,,,
3.625,7.63,17.9375,-0.04,0.0100000000,,,,,,,,,,
3.75,8.76,16.9375,0,0.0101041667,,,,,,,,,,
4.0625,9.39,15.9375,0.08,0.0102083333,,,,,,,,,,
4.5625,9.69,15,-0.02,0.0103125000,,,,,,,,,,
5,9.92,14,-0.01,0.0104166667,,,,,,,,,,
5,10.15,12.9375,0.02,0.0105208333,,,,,,,,,,
5.8125,10.36,11.9375,0.02,0.0106250000,,,,,,,,,,
6.25,10.29,10.875,0.05,0.0107291667,,,,,,,,,,
6.25,10.16,9.8125,0.05,0.0108333333,,,,,,,,,,
7.0625,10.17,8.6875,0,0.0109375000,,,,,,,,,,
7.4375,10.41,7.5625,0.06,0.0110416667,,,,,,,,,,
7.8125,10.46,6.3125,-0.04,0.0111458333,,,,,,,,,,
8.1875,10.19,4.875,-0.05,0.0112500000,,,,,,,,,,
8.1875,10.03,4.875,-0.02,0.0113541667,,,,,,,,,,
8.5625,10.07,1.6875,-0.01,0.0114583333,,,,,,,,,,
8.9375,10.28,0,-0.06,0.0115625000,,,,,,,,,,
9.5625,10.39,-1.625,0.03,0.0116666667,,,,,,,,,,
9.5625,10.26,-3.125,0.02,0.0117708333,,,,,,,,,,
10.25,10.15,-3.125,0,0.0118750000,,,,,,,,,,
10.625,10.17,-5.625,-0.05,0.0119791667,,,,,,,,,,
10.9375,10.33,-6.75,-0.03,0.0120833333,,,,,,,,,,
11.25,10.4,-7.75,-0.02,0.0121875000,,,,,,,,,,
11.25,10.12,-7.75,0.05,0.0122916667,,,,,,,,,,
11.625,9.9,-9.5625,0,0.0123958333,,,,,,,,,,
11.9375,10.07,-10.4375,-0.02,0.0125000000,,,,,,,,,,
12.3125,10.15,-11.375,0.01,0.0126041667,,,,,,,,,,
12.875,10.3,-12.4375,-0.02,0.0127083333,,,,,,,,,,
12.875,10.23,-12.4375,0.02,0.0128125000,,,,,,,,,,
13.5625,10.09,-14.5625,-0.05,0.0129166667,,,,,,,,,,
13.9375,10.15,-15.5625,0,0.0130208333,,,,,,,,,,
14.25,10.34,-15.5625,0.01,0.0131250000,,,,,,,,,,
14.25,10.04,-17.3125,0.06,0.0132291667,,,,,,,,,,
14.875,8.85,-17.3125,-0.02,0.0133333333,,,,,,,,,,
14.875,8.07,-17.9375,-0.01,0.0134375000,,,,,,,,,,
15.1875,7.02,-18.75,0.02,0.0135416667,,,,,,,,,,
15.5,6,-18.75,-0.02,0.0136458333,,,,,,,,,,
15.75,5.28,-18.9375,0.02,0.0137500000,,,,,,,,,,
16,4.3,-18.9375,0.01,0.0138541667,,,,,,,,,,
16.25,3.62,-18.875,-0.01,0.0139583333,,,,,,,,,,
16.5,2.91,-18.625,0,0.0140625000,,,,,,,,,,
17,2.34,-18.625,0.01,0.0141666667,,,,,,,,,,
17,1.83,-18.5,-0.02,0.0142708333,,,,,,,,,,
17.3125,1.5,-18.1875,0,0.0143750000,,,,,,,,,,
17.5625,1.24,-18.1875,0,0.0144791667,,,,,,,,,,
17.8125,0.99,-17.75,-0.07,0.0145833333,,,,,,,,,,
18,0.68,-17.75,0.01,0.0146875000,,,,,,,,,,
18.1875,0.77,-17.375,0,0.0147916667,,,,,,,,,,
18.4375,0.58,-16.9375,0,0.0148958333,,,,,,,,,,
18.625,0.4,-16.3125,-0.01,0.0150000000,,,,,,,,,,
19,0.44,-15.5,0,0.0151041667,,,,,,,,,,
19,0.16,-14.5625,-0.01,0.0152083333,,,,,,,,,,
19.25,0.19,-13.5625,0.04,0.0153125000,,,,,,,,,,
19.4375,0.25,-12.4375,0.03,0.0154166667,,,,,,,,,,
19.75,0.25,-11.25,-0.04,0.0155208333,,,,,,,,,,
19.875,0.25,-10.0625,-0.02,0.0156250000,,,,,,,,,,
20.125,0.23,-8.875,0.02,0.0157291667,,,,,,,,,,
20.3125,0.16,-7.8125,0.02,0.0158333333,,,,,,,,,,
20.5,0.17,-6.6875,-0.01,0.0159375000,,,,,,,,,,
20.6875,0.11,-5.6875,0.05,0.0160416667,,,,,,,,,,
20.8125,0.01,-4.625,-0.02,0.0161458333,,,,,,,,,,
21,0,-3.625,-0.05,0.0162500000,,,,,,,,,,
21.0625,0.01,-2.625,0.01,0.0163541667,,,,,,,,,,
21.1875,0.02,-1.5625,0.07,0.0164583333,,,,,,,,,,
21.25,0,-0.375,0,0.0165625000,,,,,,,,,,
21.3125,0.03,1,0.01,0.0166666667,,,,,,,,,,
21.375,0.01,2.4375,0,0.0167708333,,,,,,,,,,
21.4375,-0.01,3.8125,-0.03,0.0168750000,,,,,,,,,,
21.5,0.01,5.3125,-0.05,0.0169791667,,,,,,,,,,
21.5,0,6.8125,0,0.0170833333,,,,,,,,,,
21.5625,-0.05,8.1875,-0.04,0.0171875000,,,,,,,,,,
21.5625,-0.02,9.5625,0.01,0.0172916667,,,,,,,,,,
21.5625,0,10.6875,0.01,0.0173958333,,,,,,,,,,
21.5625,0.02,11.625,-0.01,0.0175000000,,,,,,,,,,
21.5625,0.01,12.4375,-0.06,0.0176041667,,,,,,,,,,
21.5,0.02,13.25,0,0.0177083333,,,,,,,,,,
21.4375,0.01,13.9375,0.01,0.0178125000,,,,,,,,,,
21.3125,-0.07,14.5625,-0.02,0.0179166667,,,,,,,,,,
21.25,0,15.125,0,0.0180208333,,,,,,,,,,
21.125,-0.02,15.625,-0.04,0.0181250000,,,,,,,,,,
21,0.01,16.125,0.02,0.0182291667,,,,,,,,,,
20.8125,0.01,16.6875,0.02,0.0183333333,,,,,,,,,,
20.625,0,17.1875,0,0.0184375000,,,,,,,,,,
20.5,0.01,17.625,0,0.0185416667,,,,,,,,,,
20.3125,0.03,18,0.01,0.0186458333,,,,,,,,,,
20.125,0.02,18.25,-0.02,0.0187500000,,,,,,,,,,
19.9375,0.01,18.3125,0,0.0188541667,,,,,,,,,,
19.6875,0.03,18.125,0.03,0.0189583333,,,,,,,,,,
19.4375,0,17.75,0,0.0190625000,,,,,,,,,,
19.1875,0.01,17.25,0,0.0191666667,,,,,,,,,,
18.875,-0.07,16.6875,0.1,0.0192708333,,,,,,,,,,
18.5625,0,16,-0.04,0.0193750000,,,,,,,,,,
18.125,0,15.25,-0.03,0.0194791667,,,,,,,,,,
17.6875,0.01,14.5,0,0.0195833333,,,,,,,,,,
17.1875,-0.02,13.6875,-0.05,0.0196875000,,,,,,,,,,
16.5625,-0.03,12.875,0.03,0.0197916667,,,,,,,,,,
15.9375,-0.04,12.0625,0,0.0198958333,,,,,,,,,,
15.25,-0.04,11.25,0,0.0200000000,,,,,,,,,,
14.4375,0.04,10.3125,0.04,0.0201041667,,,,,,,,,,
13.6875,-0.03,9.3125,0.01,0.0202083333,,,,,,,,,,
12.8125,0.03,8.25,-0.01,0.0203125000,,,,,,,,,,
11.9375,0.02,7.125,0.02,0.0204166667,,,,,,,,,,
11.125,0.01,5.9375,-0.01,0.0205208333,,,,,,,,,,
10.25,0,4.6875,0.03,0.0206250000,,,,,,,,,,
9.375,0.02,3.4375,-0.01,0.0207291667,,,,,,,,,,
8.4375,0.05,2.125,-0.02,0.0208333333,,,,,,,,,,
7.5,0.02,0.875,0.04,0.0209375000,,,,,,,,,,
6.5,0.03,-0.375,0.01,0.0210416667,,,,,,,,,,
5.4375,0.03,-1.625,0,0.0211458333,,,,,,,,,,
4.375,0.02,-2.8125,0.05,0.0212500000,,,,,,,,,,
3.1875,0.02,-3.9375,0,0.0213541667,,,,,,,,,,
1.9375,-1.07,-5,-0.07,0.0214583333,,,,,,,,,,
0.6875,-4.49,-6.125,0.04,0.0215625000,,,,,,,,,,
-0.625,-6.9,-7.1875,0.02,0.0216666667,,,,,,,,,,
-0.875,-8.73,-8.1875,-0.02,0.0217708333,,,,,,,,,,
-2.0625,-9.09,-9.0625,0.03,0.0218750000,,,,,,,,,,
-3.875,-9.46,-9.875,-0.01,0.0219791667,,,,,,,,,,
-4.875,-9.65,-10.6875,0.02,0.0220833333,,,,,,,,,,
-6.0625,-9.95,-11.375,0.02,0.0221875000,,,,,,,,,,
-6.9375,-10.19,-12,-0.02,0.0222916667,,,,,,,,,,
-7.9375,-9.82,-12.625,0.01,0.0223958333,,,,,,,,,,
-9,-9.63,-13.25,0.01,0.0225000000,,,,,,,,,,
-9.8125,-9.55,-13.875,-0.05,0.0226041667,,,,,,,,,,
-10.625,-9.81,-14.375,-0.06,0.0227083333,,,,,,,,,,
-11.4375,-10,-14.9375,0.05,0.0228125000,,,,,,,,,,
-12.25,-9.95,-15.4375,-0.03,0.0229166667,,,,,,,,,,
-13,-9.88,-15.875,-0.05,0.0230208333,,,,,,,,,,
-13.8125,-9.86,-16.25,-0.05,0.0231250000,,,,,,,,,,
-14.625,-10,-16.5625,-0.02,0.0232291667,,,,,,,,,,
-15.1875,-10.24,-16.75,0.06,0.0233333333,,,,,,,,,,
-15.625,-10.08,-16.75,-0.03,0.0234375000,,,,,,,,,,
-16.0625,-9.74,-16.625,0.04,0.0235416667,,,,,,,,,,
-16.4375,-9.59,-16.375,0.05,0.0236458333,,,,,,,,,,
-16.5625,-9.78,-16.0625,-0.01,0.0237500000,,,,,,,,,,
-16.625,-10.11,-15.5625,-0.02,0.0238541667,,,,,,,,,,
-16.625,-10.11,-15.0625,0.01,0.0239583333,,,,,,,,,,
-16.625,-9.88,-14.5,0.03,0.0240625000,,,,,,,,,,
-16.5,-9.77,-13.9375,0.03,0.0241666667,,,,,,,,,,
-16.375,-10,-13.375,-0.03,0.0242708333,,,,,,,,,,
-16.25,-10.23,-12.75,0.01,0.0243750000,,,,,,,,,,
-16.0625,-10.09,-12.1875,-0.02,0.0244791667,,,,,,,,,,
-15.875,-9.71,-11.5625,-0.12,0.0245833333,,,,,,,,,,
-15.5625,-9.69,-10.9375,0.04,0.0246875000,,,,,,,,,,
-15.25,-9.82,-10.3125,0.04,0.0247916667,,,,,,,,,,
-14.75,-9.99,-9.5625,0.01,0.0248958333,,,,,,,,,,
-14.1875,-10.12,-8.6875,0.01,0.0250000000,,,,,,,,,,
-13.5625,-9.92,-7.75,0.01,0.0251041667,,,,,,,,,,
-12.875,-9.84,-6.75,0.06,0.0252083333,,,,,,,,,,
-12.0625,-9.96,-5.625,0.04,0.0253125000,,,,,,,,,,
-11.125,-10.28,-4.4375,0.04,0.0254166667,,,,,,,,,,
-10.1875,-10.19,-3.25,-0.05,0.0255208333,,,,,,,,,,
-9.25,-9.69,-2.0625,-0.01,0.0256250000,,,,,,,,,,
-8.3125,-9.62,-0.875,-0.04,0.0257291667,,,,,,,,,,
-7.375,-9.73,0.25,0.02,0.0258333333,,,,,,,,,,
-6.375,-10.04,1.375,0.05,0.0259375000,,,,,,,,,,
-5.4375,-10.05,2.5,-0.02,0.0260416667,,,,,,,,,,
-4.5,-9.82,3.5625,-0.02,0.0261458333,,,,,,,,,,
-3.5625,-9.82,4.5,-0.02,0.0262500000,,,,,,,,,,
-2.75,-10.07,5.4375,0.05,0.0263541667,,,,,,,,,,
-1.75,-10.33,6.375,-0.01,0.0264583333,,,,,,,,,,
-0.625,-10.17,7.375,0,0.0265625000,,,,,,,,,,
0.4375,-7.98,8.3125,0,0.0266666667,,,,,,,,,,
1.5,-5.48,9.25,-0.03,0.0267708333,,,,,,,,,,
2.5625,-2,10.1875,0.01,0.0268750000,,,,,,,,,,
2.75,1.4,11.0625,0.08,0.0269791667,,,,,,,,,,
2.75,4.52,11.9375,0.01,0.0270833333,,,,,,,,,,
4.875,6.53,12.8125,0.03,0.0271875000,,,,,,,,,,
5.875,8.02,13.625,-0.01,0.0272916667,,,,,,,,,,
6.8125,9.05,14.25,0.05,0.0273958333,,,,,,,,,,
7.9375,9.65,14.75,-0.01,0.0275000000,,,,,,,,,,
7.9375,9.92,15.125,-0.03,0.0276041667,,,,,,,,,,
9.5625,10.09,15.375,-0.02,0.0277083333,,,,,,,,,,
10.1875,10.32,15.5625,-0.01,0.0278125000,,,,,,,,,,
10.1875,10.44,15.625,-0.04,0.0279166667,,,,,,,,,,
11.3125,10.33,15.625,0,0.0280208333,,,,,,,,,,
11.3125,10.27,15.5625,0,0.0281250000,,,,,,,,,,
11.75,10.36,15.5625,-0.01,0.0282291667,,,,,,,,,,
12.25,10.46,15.375,-0.03,0.0283333333,,,,,,,,,,
12.625,10.47,15.1875,0.03,0.0284375000,,,,,,,,,,
12.875,10.3,15,0.02,0.0285416667,,,,,,,,,,
13.1875,10.12,15,-0.05,0.0286458333,,,,,,,,,,
13.1875,10.14,14.4375,-0.05,0.0287500000,,,,,,,,,,
12.9375,10.36,14,-0.02,0.0288541667,,,,,,,,,,
12.75,10.41,14,0.01,0.0289583333,,,,,,,,,,
12.75,10.22,13.5,0.07,0.0290625000,,,,,,,,,,
12.125,10.2,12.0625,-0.01,0.0291666667,,,,,,,,,,
12.125,10.27,12.0625,0,0.0292708333,,,,,,,,,,
11.625,10.45,11.25,0.01,0.0293750000,,,,,,,,,,
11.125,10.29,10.3125,0,0.0294791667,,,,,,,,,,
10,10.16,8.3125,0,0.0295833333,,,,,,,,,,
10,10.09,8.3125,0.02,0.0296875000,,,,,,,,,,
8.6875,10.12,7.25,-0.02,0.0297916667,,,,,,,,,,
8.6875,10.28,6.25,0,0.0298958333,,,,,,,,,,
7.125,10.33,5.25,-0.02,0.0300000000,,,,,,,,,,
7.125,10.13,4.25,0,0.0301041667,,,,,,,,,,
5.4375,10.16,3.3125,-0.02,0.0302083333,,,,,,,,,,
5.4375,10.22,2.375,0.05,0.0303125000,,,,,,,,,,
4.5,10.35,1.375,0.03,0.0304166667,,,,,,,,,,
3.5,10.29,0.4375,-0.01,0.0305208333,,,,,,,,,,
2.5,9.78,-1.5625,0.03,0.0306250000,,,,,,,,,,
1.5,5.11,-1.5625,0.03,0.0307291667,,,,,,,,,,
-0.1875,0.46,-2.5625,-0.01,0.0308333333,,,,,,,,,,
-0.1875,-4.36,-3.625,-0.01,0.0309375000,,,,,,,,,,
0.4375,-6.62,-4.6875,-0.06,0.0310416667,,,,,,,,,,
-1.125,-8.42,-5.6875,-0.02,0.0311458333,,,,,,,,,,
-2.3125,-9.29,-6.6875,0.11,0.0312500000,,,,,,,,,,
-4.8125,-9.45,-7.5625,-0.01,0.0313541667,,,,,,,,,,
-4.8125,-9.7,-8.4375,-0.05,0.0314583333,,,,,,,,,,
-5.6875,-9.63,-9.25,-0.02,0.0315625000,,,,,,,,,,
-6.9375,-10.01,-10.5,-0.03,0.0316666667,,,,,,,,,,
-7.9375,-10.13,-10.5,-0.04,0.0317708333,,,,,,,,,,
-9.5625,-10.18,-11,-0.05,0.0318750000,,,,,,,,,,
-9.5625,-9.98,-11.4375,0.01,0.0319791667,,,,,,,,,,
-10.5625,-9.94,-11.9375,-0.05,0.0320833333,,,,,,,,,,
-11.3125,-10.08,-12.3125,-0.01,0.0321875000,,,,,,,,,,
-11.875,-10.46,-12.6875,0.01,0.0322916667,,,,,,,,,,
-12.4375,-10.16,-13.0625,-0.01,0.0323958333,,,,,,,,,,
-13.0625,-9.81,-13.375,-0.08,0.0325000000,,,,,,,,,,
-13.4375,-9.67,-13.625,-0.05,0.0326041667,,,,,,,,,,
-13.8125,-9.96,-13.875,0.05,0.0327083333,,,,,,,,,,
-14.125,-10.12,-14,0.03,0.0328125000,,,,,,,,,,
-14.4375,-10.16,-14,0.02,0.0329166667,,,,,,,,,,
-14.6875,-9.96,-13.9375,0.05,0.0330208333,,,,,,,,,,
-15,-9.92,-13.75,0.02,0.0331250000,,,,,,,,,,
-15.25,-10.1,-13.4375,0,0.0332291667,,,,,,,,,,
-15.4375,-10.34,-13.0625,0,0.0333333333,,,,,,,,,,
-15.5,-10.16,-12.625,-0.03,0.0334375000,,,,,,,,,,
-15.625,-9.92,-12.125,-0.05,0.0335416667,,,,,,,,,,
-15.6875,-9.73,-11.5625,0.01,0.0336458333,,,,,,,,,,
-15.5625,-9.94,-10.9375,-0.04,0.0337500000,,,,,,,,,,
-15.3125,-10.14,-10.375,-0.01,0.0338541667,,,,,,,,,,
-14.9375,-10.15,-9.75,-0.06,0.0339583333,,,,,,,,,,
-14.5625,-9.97,-9.125,0.01,0.0340625000,,,,,,,,,,
-14.125,-9.95,-8.4375,0.02,0.0341666667,,,,,,,,,,
-13.625,-10.12,-7.75,-0.01,0.0342708333,,,,,,,,,,
-13.0625,-10.29,-7,0.01,0.0343750000,,,,,,,,,,
